author,published_at,updated_at,like_count,text
@pikeybot,2025-01-21T18:50:33Z,2025-01-21T18:50:33Z,0,I dont like him wearing a Tash. aka Orlok
@Wayne-v9f,2025-01-21T18:11:28Z,2025-01-21T18:11:28Z,0,Lily looks tasty
@williammatthews693,2025-01-21T18:03:29Z,2025-01-21T18:03:29Z,1,I guess you don&#39;t need looks to please a woman.
@tonycoraccio3514,2025-01-21T17:59:38Z,2025-01-21T17:59:38Z,0,"Snooze fest , don’t waste your money on this stinker of a movie"
@xiropigado,2025-01-21T15:32:26Z,2025-01-21T15:32:26Z,4,This film will become regarded as a classic.
@JejeGaming-bf2ob,2025-01-21T14:32:33Z,2025-01-21T14:32:33Z,1,the hash slinging slasher
@ΠροκόπιοςἈλέξανδρος,2025-01-21T14:05:13Z,2025-01-21T14:05:13Z,0,it reminded me of Bram Stokers Dracula...but it was great to watch.... 8/10
@ZSJL-u6t,2025-01-21T13:22:13Z,2025-01-21T13:22:13Z,0,"It was more like a satire horror movie ,the only thing missing was Nicolas Cage not playing nosferatu"
@JohnConnors-d2s,2025-01-21T11:35:34Z,2025-01-21T11:35:34Z,1,Boring
@nathanjones2214,2025-01-21T10:19:29Z,2025-01-21T10:19:29Z,0,Dracula?
@TwilightLink77,2025-01-21T01:36:35Z,2025-01-21T01:36:35Z,0,Am I the only one who noticed Lily Rose Depp sounds like Zelda from botw and totk?
@My_Name_is_Cricket,2025-01-20T19:50:56Z,2025-01-20T19:50:56Z,2,It was a sad disapointment.
@allecszzftw,2025-01-20T15:52:41Z,2025-01-20T15:52:41Z,3,"aside from a few cool cinematic scenes, what exactly was the plot?<br><br>excuse my french and simple mind, but was the plot actually lonely woman wants dick and for some unexplained reason she&#39;s able to randomly summon plague bringer nosferatu to give it to her and that&#39;s the only reason he goes to that town? All the while the husband&#39;s sitting in the cuck chair witnessing this unfold? What?<br><br>Enlighten me cause I surely must have misinterpreted something. If not, it&#39;s perfectly in line with the cuck cinema scene we&#39;re seeing for years now. Truly a plot for the modern audiences."
@Nulalovetube,2025-01-20T14:53:10Z,2025-01-20T14:53:10Z,2,الفيلم ممتاز  🎉<br>الاخراج رائع🎉<br>الممثلين ادائهم فاق التوقعات 🎉<br>انصح بمشاهدته 📽️🍿
@ClaudineCathcart-e5i,2025-01-20T09:27:21Z,2025-01-20T09:27:21Z,0,&quot;I&#39;m ready&quot;<br>Lily Rose Depp does have the acting down just like one of my favorite Actors Johnny Depp <br>I look forward to seeing more of her movies in the future she&#39;s talented! the case was great
@ClaudineCathcart-e5i,2025-01-20T09:24:37Z,2025-01-20T09:24:37Z,4,I&#39;ve seen this movie 4 times and I liked it but I wish they&#39;d had shown more of her back story when they were together before just saying
@fromage7695,2025-01-20T07:39:40Z,2025-01-20T07:39:40Z,0,a worthy tribute
@alex71638,2025-01-20T04:15:24Z,2025-01-20T04:15:24Z,1,they robbed us of our money to say its a good movie it was embarassing
@mita6010,2025-01-20T04:06:24Z,2025-01-20T04:06:24Z,1,"Please watch Werner Herzog’s Nosferaru, 1979. It is pure filmmaking using no tricks, no CGI, just perfection in lighting and realism plus the sensational acting of Klaus Kinski who is deeply disturbing as Dracula."
@HypeMyke-8,2025-01-20T03:48:55Z,2025-01-20T03:48:55Z,0,"<a href=""https://www.youtube.com/watch?v=nulvWqYUM8k&amp;t=113"">1:53</a> The moaning is crazy😂😂😂😂"
@hendricknunez3913,2025-01-20T03:41:22Z,2025-01-20T03:41:22Z,1,The monster is not scary but disgusting
@silv5217,2025-01-19T23:19:23Z,2025-01-19T23:19:23Z,1,solo a la gente que nacio despues del 2010 le puede gustar esta pelicula xd
@achmutt10,2025-01-19T21:13:51Z,2025-01-19T21:13:51Z,1,"good acting, was close to leaving the cinema after the scene at the window with children. Would have been better to make Orlok look more scary than that voice and mustache. distasteful, unnecessary to say the least. Hardly scary. Just bad and tasteless. Ruined the whole movie. Dafoe incomparably good!"
@lunarsabbatical7906,2025-01-19T19:33:27Z,2025-01-19T19:33:27Z,2,"Movie looks great, well acted but it’s just a series of scenes meant to show how gross it can be, hard to understand what people are saying most of the time, too many dream sequences that you can’t tell a dream from reality and no story line except nosferatu is coming. Just a boring movie, too long and slow movie and not in a good way"
@dadsonworldwide3238,2025-01-19T18:45:21Z,2025-01-19T18:45:21Z,1,Poetic justice ! Great work staying true to form and perfect timing 👌
@Voytek-Music-Tuition,2025-01-19T14:08:17Z,2025-01-19T14:08:17Z,1,Awful. Bram Stokers Dracula with Gary Oldman and Keanu Reeves is infinitely better. Don&#39;t waste your time. Most boring film I&#39;ve ever sat through..
@srayanguhathakurta4488,2025-01-19T13:13:30Z,2025-01-19T13:13:30Z,0,The last shot was 💀🤮👹
@JKSmith-qs2ii,2025-01-19T08:05:17Z,2025-01-19T08:05:17Z,0,"I really wanted to watch this but my local cinema decided not to screen it after all. I asked them about it, they were planning on it, it&#39;s now 19th of January and I&#39;m guessing they aren&#39;t going to screen it after all."
@kawron4832,2025-01-19T07:52:23Z,2025-01-19T07:52:23Z,0,"This is not a scary movie, but it’s has very nice pictures and atmosphere"
@SquishMochi,2025-01-19T04:32:08Z,2025-01-19T04:32:08Z,0,BORRRRRING !!!!
