author,published_at,updated_at,like_count,text
@paulnantulya,2024-05-28T01:11:19Z,2024-05-28T01:11:19Z,0,"As someone who worked in Sudan for many years, this series and the books that it is rooted in, is unashamedly about Arabs, their culture, heroes, and their experiences of colonialism, great power tussles, and the struggle for their resources (oil is pithily presented as &quot;spice&quot; for example). I only wish that peoples from the lands that inspired Dune were included as actors, script writers, and consultants. Many of the names and concepts that are descriptive of awe inspiring elements like the &quot;eyes of Ibad&quot; and &quot;shai hulud&quot; and the &quot;mahdi&quot; are mispronounced, even if they are placed in a historical context that is basically correct. I hope they draw more on the indegenous cultures and peoples in the next series. But a must watch nonetheless."
@paulnantulya,2024-05-28T01:03:10Z,2024-05-28T01:03:10Z,1,The dangers of placing enormous faith and hope in a single charismatic figure.
@theapocalypse12,2024-05-27T12:08:46Z,2024-05-27T12:08:46Z,1,Am i the only person who watches trailer after watching movies ?
@piotrpawlicki6636,2024-05-25T13:24:10Z,2024-05-25T13:24:10Z,0,Zwiastun dobry jak film oglądałem jest super
@imcgbattles8239,2024-05-25T11:46:47Z,2024-05-25T11:46:47Z,1,"Willy Wonka, MJ and Drax in dune"
@AlmightyTrajan,2024-05-24T13:48:49Z,2024-05-24T13:48:49Z,1,The most epic movie I&#39;ve ever seen
@igit_7296,2024-05-24T06:54:24Z,2024-05-24T06:54:24Z,0,"Everyone is going to be so sad in the fourth installment, when Paul’s sister has him publicly stabbed to death!"
@deannamagana1425,2024-05-23T23:46:54Z,2024-05-23T23:46:54Z,0,"Honestly these 2 dune movies are masterpieces, star wars take notes, or should I say disney"
@Monteiro75,2024-05-23T05:29:35Z,2024-05-23T05:29:35Z,0,Amazing movie .
@INSANESUICIDE,2024-05-22T15:21:05Z,2024-05-22T15:21:05Z,2,"Visuals, audio and acting are all impressive, but this is soulless and deviates from the feeling and story of Dune.<br>But hey, checked of all those DEI boxes to improve the ESG score right?"
@ddermend,2024-05-22T08:25:11Z,2024-05-22T08:25:11Z,0,who is al gibb and what does he have to listen to?
@michalpa3994,2024-05-22T07:52:20Z,2024-05-22T07:52:20Z,0,❤
@henrybrubaker4470,2024-05-22T00:52:33Z,2024-05-22T00:52:33Z,0,I don&#39;t like propaganda for Islam!<br>Boring movie!! Too much blah-blah-blah..
@AsuraGaming-pv9vt,2024-05-21T08:49:48Z,2024-05-21T08:49:48Z,1,Kalki 2898 ki copy
@BennyStansell,2024-05-20T01:16:39Z,2024-05-22T00:04:14Z,0,"<a href=""https://www.youtube.com/watch?v=Way9Dexny3w&amp;t=135"">2:15</a> <a href=""https://www.youtube.com/watch?v=Way9Dexny3w&amp;t=136"">2:16</a> DUNE 2<br>Rated PG-13<br>Only in theaters March 1"
@michaelnazhmetdinov1993,2024-05-19T13:55:45Z,2024-05-19T13:55:45Z,0,Will have to wait another 40 years for a decent remake to the 1984 movie
@michaelrosen6814,2024-05-18T06:52:42Z,2024-05-18T06:52:42Z,0,Javier Bardem: <b>Lisan Al Gaib</b>
@rudraprasadpanda7651,2024-05-17T14:09:18Z,2024-05-17T14:09:18Z,0,Should we start a dune fandom
@hannesbastiani637,2024-05-17T11:23:40Z,2024-05-17T11:23:40Z,1,I&#39;m gonna need more cowbell
@krystna1,2024-05-16T19:09:41Z,2024-05-16T19:09:41Z,0,❤
@davehenderson6896,2024-05-16T02:33:30Z,2024-05-16T02:35:35Z,0,"I loved this movie BUT they left out the wielding way, and Paul teaching them to use their voice as a weapon. Also the ending kind of wanted it to have a part 3, I wonder?"
@brienfarmer6846,2024-05-16T01:26:24Z,2024-05-16T01:26:24Z,0,even the trailer sucks
@brienfarmer6846,2024-05-16T01:24:04Z,2024-05-16T01:24:04Z,0,he aint no luke skywalker
@makaveliii368,2024-05-15T19:31:48Z,2024-05-15T19:31:48Z,3,"There must be something wrong with this movie, I fell asleep 3 times in the first one, 4 times in the second one, actually, writing this comment about this movie made me feel like sleeping, good night."
@sirrisaa1807,2024-05-15T17:07:30Z,2024-05-15T17:07:30Z,2,a true of masterpiece
@brienfarmer6846,2024-05-14T02:54:24Z,2024-05-19T22:24:22Z,1,"wack movie- lead actor is weak couldnt fight his way out of a wet paper bag and, in real life zandaya wouldnt of gave him the time of day"
@SuperVincenot,2024-05-13T16:32:40Z,2024-05-13T16:32:40Z,0,hey whats the song name here? the lady voice
@gatocachorro7998,2024-05-13T14:49:09Z,2024-05-13T14:49:09Z,2,Still not better than the messiah story told in KGF 1.🔥🔥
@KiyoshiKenji881,2024-05-13T14:36:15Z,2024-05-13T14:36:15Z,1,this trailer does not do the film justice
@ΔαβίδΘεοφανίδης,2024-05-12T13:36:07Z,2024-05-12T13:36:07Z,0,"Saw the movie yesterday. It was a good movie, but i cant compare it with the book, im sorry."
@nickname_somewhat,2024-05-12T03:27:18Z,2024-05-12T03:27:18Z,1,i began to wonder if silkworm at same place and leaves slowly moving around to ease gatheringggg or bacteria wool
@moviechannel2010,2024-05-10T13:45:59Z,2024-05-10T13:45:59Z,3,Has Anyone Saw This In IMAX?
@tamasnagy5107,2024-05-08T14:10:11Z,2024-05-08T14:10:11Z,1,Dave Bautista as Yevgeny Prigozhin and Christopher Walken as Joe Biden  was excellent. If you get the points behind the scenes ...this is an excellent political movie
@xs732,2024-05-06T04:13:52Z,2024-05-06T04:13:52Z,3,Pretentious garbage.
@cryptolioicecreamoranges6974,2024-05-06T01:16:29Z,2024-05-06T01:16:29Z,1,I&#39;m not paying 30 dollars to watch this..... F you greedy Kosher bastards.
@lilacc_luvs,2024-05-05T15:49:53Z,2024-05-05T15:49:53Z,0,"<a href=""https://www.youtube.com/watch?v=Way9Dexny3w&amp;t=117"">1:57</a> why do i kinda ship Timothy and zendeya"
@reabin9x,2024-05-05T00:49:33Z,2024-05-05T00:49:33Z,1,"Gosh, what an experience!!! This movie is gonna win so many Oscars. I havent seen such a masterpiece in such a long time. Hail the era of Dune!"
@sedlyholmes3722,2024-05-05T00:26:31Z,2024-05-05T00:26:31Z,0,AD&#39;DAAM RESHI RAZANTA
@tls6198,2024-05-02T20:56:59Z,2024-05-02T20:56:59Z,0,Where is Ordos?
@ramijarhoum7933,2024-05-02T20:50:48Z,2024-05-02T20:50:48Z,2,I don&#39;t know what to say about this movie. The most beautiful times of my eyes is the biggest movie I have seen
@Mrph3450,2024-05-02T09:28:44Z,2024-05-02T09:28:44Z,2,"i couldnt finished the first one. and give this one a chance yesterday.. but as usual, its too boring and too exhausting to watch."
@markoseverdija3570,2024-05-02T08:27:16Z,2024-05-02T08:27:16Z,2,Stupidest movie ever
@markoseverdija3570,2024-05-02T08:26:17Z,2024-05-02T08:26:17Z,1,"Stupid movie<br><br>Main actor talks all in same tonality through the whole movie, annoying voice"
@Cloud_artist,2024-05-01T20:40:50Z,2024-05-01T20:40:50Z,2,To be honest I don&#39;t like the dune
@chakkavishnuvardhan6113,2024-05-01T18:15:28Z,2024-05-01T18:15:36Z,0,When will be movie released in telugu
@1111zae,2024-05-01T13:57:13Z,2024-05-01T13:57:13Z,0,Т и А сокрушились перед Гренландией
@theknack101,2024-05-01T02:12:27Z,2024-05-01T02:12:27Z,0,"Huh, the water of life was made blue in post production. It&#39;s clear in this trailer. That&#39;s interesting. I feel like they could have done that practically, but maybe there was a bit more to the effect than just turning it blue."
@Lil-y2041,2024-04-30T16:46:50Z,2024-04-30T16:46:50Z,1,"I just realized on the front cover, every letter in the word Dune is a U turned in different directions :l"
@laylapreater7813,2024-04-30T12:06:45Z,2024-04-30T12:06:45Z,0,The thing that gets me is this movie is almost 3 hours
@ringoczarsumampong7096,2024-04-30T06:54:09Z,2024-04-30T06:54:09Z,0,Spectacular Marvel Loose!!!
@austindavis8200,2024-04-30T02:34:52Z,2024-04-30T02:34:52Z,1,Zendaya ruined this movie.
@Max_Jordan,2024-04-29T21:50:24Z,2024-04-29T21:50:24Z,2,"Dune explained badly:<br>Willy Wonka and Thanos convert to Islam and go to Afghanistan to fight the Soviet Union and Comrade Shcherbyna. Meanwhile, Peter Parker&#39;s girlfriend isn&#39;t adjusting too well after losing her memory and gets worms"
@scorpiohurley6786,2024-04-29T07:46:18Z,2024-04-29T07:46:18Z,2,HOW FK&#39;ing stupid  of a ending !!! and now we have to wait WHAT another 5 yrs to find out IF there a part 3!!! by then we&#39;ll forget the first two chapters....smh
@thugnasty1984,2024-04-29T06:39:13Z,2024-04-29T06:39:13Z,0,Mahdid. I bow to you!
@PsychicThursday,2024-04-29T03:43:23Z,2024-04-29T03:43:23Z,0,"Having watched the movie first and then come to see what the trailer looked like, I can say that I&#39;m glad that I did. Trailers give so much away."
@MrTyroneweaver,2024-04-29T03:34:40Z,2024-04-29T03:34:40Z,3,this movie is dumb and terrible Don&#39;t waste your money. I walked out b4 it was over. And I wasn&#39;t the first.
@1111zae,2024-04-28T10:37:34Z,2024-04-28T11:22:22Z,0,"На самом деле фильм ничего общего с настоящим и будущим не имеет, единородный Иисус говорит Гряду Скоро и с Махди они никого убивать не собираются"
@SmileyManPrince,2024-04-28T04:11:16Z,2024-04-28T04:11:16Z,5,God dune is horribly boring 🤦‍♂️
@jamesrichey5334,2024-04-27T18:44:41Z,2024-04-27T18:44:41Z,0,"Christopher Walken ruined this movie for me.  They should have found someone better and more convincing.  And that final battle was so lame.  They defeated them way too easy.  I was pissed that they didn&#39;t make part one and two a single movie.  I liked the graphics and the movie followed the book more closely, but it just was not as exciting for me as the original movie.  I doubt I&#39;ll watch part 3 and 4."
