author,published_at,updated_at,like_count,text
@astritcastillo4220,2024-03-03T02:49:46Z,2024-03-03T02:49:46Z,3,I already seen it and I loved it 💖💖💖
@Vulture1990,2024-03-03T02:46:08Z,2024-03-03T02:46:08Z,2,Liza Soberano is Beautiful 😍😎🇵🇭
@5plinks,2024-03-03T01:51:22Z,2024-03-03T01:51:22Z,0,I see Zelda grew up to be a creative and successful nerd just like her dad
@eddofthenight,2024-03-03T00:25:31Z,2024-03-03T00:25:31Z,0,HELL YEAH LIZA ON HOLLYWOOD
@loggizzo,2024-03-02T14:34:07Z,2024-03-02T14:34:07Z,0,"<a href=""https://www.youtube.com/watch?v=POOeA3zCuUY&amp;t=112"">1:52</a> I desperately want to know the song!"
@anticom6099,2024-03-02T09:43:13Z,2024-03-02T09:43:13Z,0,The Wish version of Edward Scissorhands
@carlathompson9410,2024-03-01T21:09:31Z,2024-03-01T21:09:31Z,1,Im exited to see Cole Spouse doing another film again ❤❤❤.
@DaSlotho,2024-03-01T11:19:23Z,2024-03-01T11:19:23Z,0,what the actual.....what is this....<br>oh please god give some Hellraiser
@carrickmchwain2296,2024-03-01T08:19:01Z,2024-03-01T08:19:01Z,2,Edward Scissorhand without the scissor hands.
@randomaccessmemoriesonly,2024-03-01T06:17:07Z,2024-03-01T06:17:07Z,1,"<b>It&#39;s a third class movie, I can tell you that much after watching it</b>"
@literallyeverythingstaken,2024-03-01T04:50:05Z,2024-03-01T04:50:05Z,0,oh my god
@christinecayabyab7022,2024-03-01T04:08:07Z,2024-03-01T04:08:07Z,0,Where can i watch this?
@delgomes666,2024-03-01T04:00:47Z,2024-03-01T04:00:47Z,1,heathers meets Frankenstein: The College Years and weird science
@antho95x,2024-03-01T03:59:54Z,2024-03-01T04:00:19Z,0,Reminds me of under wraps on Disney who remembers that movie???
@ezekielfritz,2024-03-01T01:35:39Z,2024-03-01T01:35:39Z,0,Please bring back the 80s 🔥
@summerlavey6091,2024-02-29T21:12:09Z,2024-02-29T21:12:09Z,0,Honestly haven&#39;t seen a movie I have loved this much in soooooo long!!!
@DanielDiaz-bk8ev,2024-02-29T20:08:06Z,2024-02-29T20:08:06Z,0,this movie is so dark and i meant it in the ¿&quot;wasn&#39;t a DP in the production&quot;? kind of way
@Max_Ivanov_Pro,2024-02-29T18:01:28Z,2024-02-29T18:01:28Z,269,"This movie is like a nostalgic blend of Halloweentown, Sabrina the Teenage Witch, and more. Can&#39;t wait to watch it!"
@OldManPaxusYT,2024-02-29T12:32:49Z,2024-02-29T12:32:49Z,0,feels like an 80s movie! Hahaha!<br>Btw.. i went to visit a friend at a very exclusive mental hospital once and it was stunned at how many ppl in there were &quot;The Cure&quot; fans!.....<br>Hmmmmmm
@elenafoka6506,2024-02-29T12:15:24Z,2024-02-29T12:15:24Z,9,hope for LISA FRANKENSTEIN 2
@jrolson85,2024-02-29T01:38:18Z,2024-02-29T01:38:18Z,0,What&#39;s with all the movies where girls have zombie/vampire boyfriends?
@kiskez8640,2024-02-29T01:29:40Z,2024-02-29T01:29:40Z,0,Give me the 80 90 vibe
@foodbaeofficial6761,2024-02-28T21:41:37Z,2024-02-28T21:41:37Z,2,Long story short: Necrophilia
@Squirrelbignutbusters,2024-02-28T21:26:41Z,2024-02-28T21:26:41Z,0,Bro as if Johnny Depp is playing frankenstein... sooooo coooolll
@HeyJuune,2024-02-28T21:26:06Z,2024-02-28T21:26:06Z,0,Why is it always high school with American movies. And popularity stuff!
@Illustrator2,2024-02-28T20:55:44Z,2024-02-28T20:55:44Z,0,"Just saw this early in the UK, absolutely phenomenal! I want her to play the new Harley Quinn!!!"
@mercyvictoriamusonda439,2024-02-28T18:55:35Z,2024-02-28T18:55:35Z,3,Watched it and it sucked.
@LumenPsycho,2024-02-28T16:32:36Z,2024-02-28T16:32:36Z,3,Wtf is this garbage..
@mastermaarteh5510,2024-02-28T14:17:32Z,2024-02-28T14:17:32Z,0,Lisa Soberano is like Phoebe Cates of 2024...
@kesharapradeep8284,2024-02-28T12:40:34Z,2024-02-28T12:40:34Z,0,"I see 80,s madonna in her"
@poidmanero4317,2024-02-28T08:05:15Z,2024-02-28T08:05:15Z,3,This is  a horrible movie. Absolute garbage.
@01neog,2024-02-28T07:32:20Z,2024-02-28T07:32:20Z,0,"I seen the name Zelda Williams, Robin Williams Daughter, so got to give it a go. Be great to see her in her debut movie... Will suss it out with the missus."
@devonharris6630,2024-02-28T06:52:54Z,2024-02-28T06:52:54Z,0,REMIX!!!!!!! Warm Bodies again???? 🤪
@NancyGranger-z6c,2024-02-28T04:00:12Z,2024-02-28T04:00:12Z,0,She has been on silver screens with Vince  Vawn
@gamerstomb505,2024-02-28T02:44:11Z,2024-02-28T02:44:11Z,0,Time tO Break Her Virginity🎉🎉
@lonniehensley661,2024-02-28T02:08:52Z,2024-02-28T02:08:52Z,0,"can the woke movies get any worse , obviously , this answers the question, yes... yes they can!"
