author,published_at,updated_at,like_count,text
@oguzhansancak4406,2024-03-13T17:01:50Z,2024-03-13T17:01:50Z,0,why the fk is this guy&#39;s hair looks like transplanted?
@critch74997,2024-03-13T16:55:17Z,2024-03-13T16:55:17Z,0,Hello from March 13th.  March 1 has passed.  There is no film.
@BryanMushi,2024-03-13T13:39:47Z,2024-03-13T13:39:47Z,0,"amazing trailer, the background soundtrack killed it"
@luckystoriesentertainment,2024-03-13T07:54:45Z,2024-03-13T07:54:45Z,0,New personality🚬🚬🚬
@folarinosibodu,2024-03-13T06:28:39Z,2024-03-13T06:28:39Z,0,This and Deadpool 3 are the best trailers of the year so far.
@albertiokepa1957,2024-03-13T02:48:34Z,2024-03-13T02:49:03Z,0,Bro You one of my favorite dang Chief this a great one dawg great pair
@stevrgrs,2024-03-12T23:21:34Z,2024-03-12T23:21:34Z,1,Lee Majors BETTER be in this movie ! :D
@JaydenPlayzzzYT,2024-03-12T21:51:35Z,2024-03-12T21:51:35Z,0,It’s been delayed 2 months I was so excited for this 😢
@anonymousgara8415,2024-03-12T20:38:14Z,2024-03-12T20:38:14Z,0,"Please don’t use God in vain. Thank you, may God bless you all and everyone. ❤"
@160398victor,2024-03-12T16:35:42Z,2024-03-12T16:35:42Z,0,"Golden bald, time to meet Ryan Gosling"
@johnaristotle3736,2024-03-11T22:19:49Z,2024-03-11T22:19:49Z,0,Kensplain this to me
@LastDemonAlive,2024-03-11T16:37:17Z,2024-03-11T16:37:17Z,0,"if I had a nickel for every movie where Ryan Gosling plays a stuntman and ends up fighting some kind of mafia to protect his love interest, I’d have two, which isn’t a lot but it’s weird that it happened twice, right?"
@Zwieq,2024-03-11T12:50:19Z,2024-03-11T12:50:19Z,0,RYAN GOD-LING........Good took 72 years creating Ryan Gosling&#39;s DNA......He spent 69 seconds with mine
@TurtleChase_VR,2024-03-10T21:57:07Z,2024-03-10T21:57:07Z,0,I think bro is going to get eliminated
@Dorelaxen,2024-03-10T21:50:03Z,2024-03-10T21:50:03Z,0,I hope they somehow work the original theme song into it.
@ChiminieChimmy,2024-03-10T19:34:26Z,2024-03-10T19:34:26Z,0,Oof goofy badasses are totally my type 😮‍💨🔥
@PeacePham1991,2024-03-10T06:33:10Z,2024-03-10T06:33:10Z,0,He did buy the dog a drink lol
@reddeserted13,2024-03-09T12:44:07Z,2024-03-09T12:44:07Z,0,"It&#39;s a death defying life I lead,<br>I take my chances."
@dbb788,2024-03-09T07:53:23Z,2024-03-09T07:53:23Z,1,The sequel to Drive
@hip-hoplegend9882,2024-03-09T05:32:26Z,2024-03-09T05:32:26Z,1,"I&#39;m picky nowadays on what I&#39;ll go to the theaters and see, and I&#39;ve never seen the original show but this looks like a film I would see in the theaters. Looks like fun. On a side note I know Emily Blunt is English but is she purposely laying on the accent or is it original?"
@craigmeister1241,2024-03-09T03:54:16Z,2024-03-09T03:54:16Z,1,HE IS LITERALLY MEEEEE
@rjc60,2024-03-08T21:07:49Z,2024-03-08T21:07:49Z,3,Ryan Gosling is hilarious. Definitely going to see this movie.
@actuallywilliamshin,2024-03-08T20:18:28Z,2024-03-08T20:18:28Z,0,"Man, I loved the original show from the 80s! I believe this modern adaptation is in capable hands"
@bighomie245,2024-03-08T18:45:20Z,2024-03-08T18:45:20Z,0,Hes literally me
@KiamatChange-ke8nd,2024-03-08T13:03:17Z,2024-03-08T13:03:17Z,0,"Only <a href=""https://www.youtube.com/watch?v=j7jPnwVGdZ8&amp;t=201"">3:21</a>? I thought I watched hours."
@dalvirajiv1,2024-03-08T12:02:25Z,2024-03-08T12:02:25Z,27,"One of the best Trailer Edits Of Decades <a href=""UCkszU2WH9gy1mb0dV-11UJg/8gF1Xp_zK8jk8gSDrI2wCw""></a>"
@federico_berto,2024-03-08T09:48:58Z,2024-03-08T09:48:58Z,0,The sound he makes when he finds the body reminds me of his character in The Nice Guys😂
@SongofIceandTea,2024-03-08T01:33:33Z,2024-03-08T01:33:33Z,0,"this is not a trailer, this is a movie recap"
@Cekil1,2024-03-07T22:22:13Z,2024-03-07T22:22:20Z,189,&quot;Unknown Stuntman&quot; by Lee Majors should play over the end credits or something like that. It is based on the 1981 show after all.
@maskich06,2024-03-07T19:07:30Z,2024-03-07T19:07:30Z,1,"Dam, &quot;Driven: The Movie&quot; looks so good!"
@iggymoondust289,2024-03-07T18:40:24Z,2024-03-07T18:40:24Z,0,Was that Kelly LeBrock
@footbaht6401,2024-03-07T18:26:42Z,2024-03-07T18:26:42Z,0,literally me
@madvillainy6845,2024-03-07T00:49:08Z,2024-03-07T00:49:08Z,2,It&#39;s action/comedy/romance. An action romcom.
@scotgriffin4157,2024-03-06T22:08:33Z,2024-03-06T22:08:33Z,0,Barbenhiemer collab?
@breatheeasily4013,2024-03-06T20:58:52Z,2024-03-06T20:58:52Z,1,FInally. Good movies are back. Bout time
@anighosh-m8x,2024-03-06T18:53:56Z,2024-03-06T18:53:56Z,0,hey my acting is good in this trailer right ?<br>(im ryan gosling)
@anighosh-m8x,2024-03-06T18:53:41Z,2024-03-06T18:53:41Z,0,hey my acting is good in this trailer right ?<br>(im ryan gosling)
@Tommusix,2024-03-06T18:00:55Z,2024-03-06T18:00:55Z,0,No new ideas to entertain the people instead of rape some epic classics?
@trout5445,2024-03-06T14:22:53Z,2024-03-06T14:22:53Z,1,bruh u gotta understand that u can release a trailer without spoiling the whole damn movie
@yassarammar91,2024-03-06T07:56:57Z,2024-03-06T07:56:57Z,1,The story of this movie looks like similar to once upon a time in Hollywood
@allanm8555,2024-03-06T01:44:42Z,2024-03-06T01:44:42Z,4,&quot;Engage your Core&quot; gets me everytime
@CubiCNooBiC,2024-03-05T01:24:23Z,2024-03-05T01:24:23Z,1,"I don&#39;t get it, trailer shows &quot;only in theaters March 1&quot;, video description says: &quot;only in theaters May 3&quot; is it March or May? 😭I must to watch it ASAP!"
@amedresid8260,2024-03-04T16:42:25Z,2024-03-04T16:42:25Z,0,Vay be izlenecek film bu işte muhteşem
@orcunozturk9667,2024-03-04T14:38:08Z,2024-03-04T14:38:08Z,0,Ryan gosling and emily... Thats amaze me!
@MaxIslatw,2024-03-04T11:57:27Z,2024-03-04T11:57:27Z,1,Reminds me of drive
@ElizabethCamden-ft7gl,2024-03-04T11:30:04Z,2024-03-04T11:30:04Z,0,"Boys wake up, new personality just dropped"
@VahapTurhan-d4v,2024-03-04T11:25:05Z,2024-03-04T11:25:05Z,0,Ya
@سحرالليل-ذ5ج,2024-03-04T11:04:25Z,2024-03-04T11:04:25Z,0,😊😊😊😊😊😊
@gokhansaritoprak1272,2024-03-04T10:55:01Z,2024-03-04T10:55:01Z,0,Soluksuz izleyeceğiniz bir film mmm
@melodinaz4395,2024-03-04T10:50:49Z,2024-03-04T10:50:49Z,0,Aşırı güzel film kesinlikle izleyin 👍
@mervepolat-f5m,2024-03-04T09:48:45Z,2024-03-04T09:48:45Z,0,Harikaydi çok beğendim heyecanla bekliyorum diğer sezonu
@serkanakdogan8358,2024-03-04T09:00:43Z,2024-03-04T09:00:43Z,0,Çok iyi
@skemal28,2024-03-04T08:00:53Z,2024-03-04T08:00:53Z,0,"Aksiyon, komedi ve aşk üçgeni içinde harmanlanmış güzel bir film. Oyuncuları da kaliteli. Keyifle izlenecek bir film."
@gunescafe7336,2024-03-04T07:57:06Z,2024-03-04T07:57:06Z,0,Kesinlikle tavsiye ediyorum çok güzel flm
@mervenurdursun6975,2024-03-04T07:50:41Z,2024-03-04T07:50:41Z,0,Enerji yükseltiyor resmen en sevdiğim iki oyuncu aynı ekranda sabırsızlıkla bekliyorum
@PoyrazSert-k7e,2024-03-04T07:42:55Z,2024-03-04T07:42:55Z,0,Cik güzel begendim tavsiye ediyirum
@Hayat2Teker,2024-03-04T07:32:57Z,2024-03-04T07:32:57Z,0,İnanılmaz bir film 😊
@Forever.12350,2024-03-04T07:29:39Z,2024-03-04T07:29:39Z,0,👏👍🤝🥰❤️
@DarcyYTB,2024-03-04T07:20:54Z,2024-03-04T07:20:54Z,0,Çok iyi
@Melek-c8u,2024-03-04T07:18:27Z,2024-03-04T07:18:27Z,0,Son günlerde izlediğim en güzel filmlerden bi tanesini
@cagataybalaban8069,2024-03-04T07:16:48Z,2024-03-04T07:16:48Z,0,This movie will be great
@nihatpolat-ox2mv,2024-03-04T07:13:57Z,2024-03-04T07:13:57Z,0,Harika bi bi film  seri gelirmi
@HamzaERGIN-oj5cl,2024-03-04T07:08:30Z,2024-03-04T07:08:30Z,0,Excellent quality and exciting I liked it very much
@خالدخالد-ف8ح9ل,2024-03-04T07:05:06Z,2024-03-04T07:05:06Z,0,I think it is a good film...
@mucahitsimsek4207,2024-03-04T07:04:14Z,2024-03-04T07:04:14Z,0,Çok iyi ya hem heycanla bekliyosun hem kahkaha atıyosun 😂
@hacmehmetkandemir830,2024-03-04T07:03:35Z,2024-03-04T07:03:35Z,0,Oscarlık bir film büyük bir saygıyı hak ediyor ❤
@hanifiunlu4254,2024-03-04T07:01:20Z,2024-03-04T07:01:20Z,0,Tavsiye ederim güzel 😮
@golddenizinvest6746,2024-03-04T06:58:51Z,2024-03-04T06:58:51Z,0,Filmi gerçekten beğendim ilginç oyunculuk🎉
@aynurcur623,2024-03-04T06:58:48Z,2024-03-04T06:58:48Z,0,Güzel
@amcadale7199,2024-03-04T06:43:56Z,2024-03-04T06:43:56Z,0,Boys fucky🎉
@kaybedenlerklubu8377,2024-03-04T06:43:43Z,2024-03-04T06:43:43Z,0,Harikasın seneryo Süper gerçekten tavsiye ederim
@asilturkcemal5984,2024-03-04T06:41:54Z,2024-03-04T06:41:54Z,0,Izlenmeye değer Çok süper bir film
@ayhan8942,2024-03-04T06:41:24Z,2024-03-04T06:41:24Z,0,İlgi çekici bir içerik
@Sythrain,2024-03-04T06:37:36Z,2024-03-04T06:37:36Z,1,Film izlenmeye değer bir yapım bence ❤
@muhammedaras06,2024-03-04T06:33:29Z,2024-03-04T06:33:29Z,0,"Süper <a href=""https://www.youtube.com/watch?v=j7jPnwVGdZ8&amp;t=573"">09:33</a>"
@husnudogan-sn4uy,2024-03-04T06:32:42Z,2024-03-04T06:32:42Z,0,Fall guys aksiyonun eksik olmadı canlı izlenimde çok güzel ve süper bir filim
@sai-zhu,2024-03-04T06:31:31Z,2024-03-04T06:31:31Z,0,"Sinema salonu oldukça geniş ve yalıtımlı. Bu salonda film izlemek bir harika! Filme gelince, hayatınızdan kocaman bir an kaçırmak istemiyorsanız izleyin.❤"
,2024-03-04T06:31:00Z,2024-03-04T06:31:00Z,0,alışılmışın dışında bir film herkese hitap edeceğini düşünüyorum gayet güzel
@cuneytkubat6116,2024-03-04T06:29:52Z,2024-03-04T06:29:52Z,0,Çok güzel ve güzel içerkli bir filim. Her kesn izlemesini tavsiye ederm
@Nightrain_GNR,2024-03-04T06:05:11Z,2024-03-04T06:05:11Z,0,Shot through the heart and you&#39;re to blame<br>YOU GIVE LOVE A BAD NAME!!
@manolorz,2024-03-04T02:57:45Z,2024-03-04T02:57:45Z,0,are all trailers like this nowadays? i just watched like 5 and they all tell you too much about the story
@silentwarrior75,2024-03-03T06:37:42Z,2024-03-03T06:37:42Z,0,When is this coming out
@danmuscarella785,2024-03-02T20:01:06Z,2024-03-02T20:01:06Z,0,Wow. I’m liking this
@hopstr9606,2024-03-02T16:43:06Z,2024-03-02T16:43:06Z,1,Delayed till may 3rd wtf!
@williamhaynes7089,2024-03-02T15:24:36Z,2024-03-02T15:24:36Z,0,Heather Thomas was much better looking than Emily... Plus looks nothing like the spirit of the show.  But ill probably see it anyways
@Tanky-j3w,2024-03-02T06:04:54Z,2024-03-02T06:04:54Z,0,He’s literally me
@forsaken841,2024-03-01T16:21:52Z,2024-03-01T16:21:52Z,0,"New funny Ryan Gosling is WAY better than stoic, blank faced, super serious Ryan Gosling."
@The_Shekharverma25,2024-03-01T13:39:18Z,2024-03-01T13:39:18Z,0,The fall guy..!!!
@The_Shekharverma25,2024-03-01T13:38:21Z,2024-03-01T13:38:21Z,0,What about this Rayn gosling movie in first Bhopal released than released in Mumbai in Hindi dubbed...❤❤❤
@DecipleOfTheEvilOne,2024-02-29T18:34:45Z,2024-02-29T18:35:52Z,0,"is it me or did i just see a cage middle finger glasses move <a href=""https://www.youtube.com/watch?v=j7jPnwVGdZ8&amp;t=79"">1:19</a>"
@leschevauxdelasource4316,2024-02-29T17:43:59Z,2024-02-29T17:43:59Z,0,Bad name! Bon jovi ❤❤❤❤😍😍🤩
@farrelrajendra837,2024-02-29T17:21:48Z,2024-02-29T17:21:48Z,0,Bro literally combine oppenheimer and barbie
@Dipa14,2024-02-29T16:07:52Z,2024-02-29T16:07:52Z,0,now a stunt man inside a stunt man&#39;s story XD
@Aadi1987,2024-02-29T14:45:25Z,2024-02-29T14:45:25Z,0,Name of Background Music/ Song
@AkitnavASnorlex,2024-02-29T04:07:11Z,2024-02-29T04:07:11Z,0,Honestly guys . How do i look in this movie trailer please tell
@Whoatharmage,2024-02-29T03:37:28Z,2024-02-29T03:37:28Z,0,Little bit of Ryan Reynolds coming out of him in this towards
@dmacarthur5356,2024-02-29T01:21:41Z,2024-02-29T01:21:41Z,0,Colt Seavers without his Fall Guy Stunt Man Ass. satin jacket?
@GigaChadh976,2024-02-28T21:07:26Z,2024-02-28T21:07:26Z,0,Literally me
@alexj.5207,2024-02-28T20:44:52Z,2024-02-28T20:44:52Z,0,he&#39;s literally me
@gomolemofritz5966,2024-02-28T18:40:40Z,2024-02-28T18:40:40Z,0,I don&#39;t know what it&#39;s  about...but I am in!
@blastfromthepast-o1d,2024-02-28T18:30:31Z,2024-02-28T18:30:31Z,0,Makes the TV series look like a classic.
@adamsmaruj5908,2024-02-28T10:34:19Z,2024-02-28T10:34:19Z,0,Can we pay stunties liveable wages now?
@antonio5389,2024-02-28T07:55:23Z,2024-02-28T07:55:23Z,0,Another childhood memory destroyed!
@mietzekatz3505,2024-02-27T17:58:18Z,2024-02-27T17:58:18Z,1,Is this the Drive prequel?
@DarkSecretsVideos,2024-02-27T17:29:17Z,2024-02-27T17:29:17Z,0,He sounds like Jake Paul. Once you hear it you can&#39;t unhear it.
@Raven874,2024-02-27T13:08:08Z,2024-02-27T13:08:08Z,1,Finally fall guys got a movie.
@artist3215,2024-02-27T08:30:55Z,2024-02-27T08:30:55Z,0,Почему здесь нет шуток про приквел Драйва?
@roguespartan2854,2024-02-27T08:10:56Z,2024-02-27T08:10:56Z,0,Sequel: Fall Guys
@stochasticxyz,2024-02-27T06:46:20Z,2024-02-27T06:46:20Z,0,BRINGING BACK DRIVE GOSLING
@sk8itupwithweed,2024-02-26T23:42:08Z,2024-02-26T23:42:08Z,0,Looks terrible bad version of drive
@ev2sh,2024-02-26T16:54:09Z,2024-02-26T16:54:09Z,1,"почему вы превращаете гослинга в гейслинга нахера вы емц патлы такие отрастили и в черный покрасили??вы ахуели??самый нормальный гослинг это в 2049,бог простит и в драйве💪🏽💪🏽💪🏽сделайте его нормальным вы заебли🙏🏽🙏🏽"
@ev2sh,2024-02-26T16:51:38Z,2024-02-26T16:51:38Z,1,райан гейснинг и тайно дернул
@nolanshriver7673,2024-02-26T16:07:56Z,2024-02-26T16:07:56Z,2,"Looks like Ryan Gosling is going to be the new &quot;Six Million Dollar Man&quot; in action! Heard Lee Majors will appear in this new film. Haven&#39;t seen Majors&#39; classic show yet, but his previous show back in the &#39;70s is a classic Bionic hit!!!! OOOOOOOOHHHHHH!!!!!! THE PEOPLE ARE GONNA BE EXCITED!!!!!!!"
@johnnymatee,2024-02-26T07:19:08Z,2024-02-26T07:19:08Z,0,i drive
